Census year,CLUE small area,Seating type,derived_cuisine,total_establishments,total_seats
2018,Carlton,Seats - Indoor,Cafe / Coffee Shop,37,2105
2018,Carlton,Seats - Indoor,Chinese,7,263
2018,Carlton,Seats - Indoor,Indian,1,28
2018,Carlton,Seats - Indoor,Italian,17,1523
2018,Carlton,Seats - Indoor,Japanese,5,170
2018,Carlton,Seats - Indoor,Korean,1,100
2018,Carlton,Seats - Indoor,Other Cuisines,91,5442
2018,Carlton,Seats - Indoor,Thai,3,108
2018,Carlton,Seats - Indoor,Vietnamese,2,55
2018,Carlton,Seats - Indoor,Western / Pub / Bistro,9,562
2018,Carlton,Seats - Outdoor,Cafe / Coffee Shop,33,907
2018,Carlton,Seats - Outdoor,Chinese,6,84
2018,Carlton,Seats - Outdoor,Indian,1,12
2018,Carlton,Seats - Outdoor,Italian,16,498
2018,Carlton,Seats - Outdoor,Japanese,4,54
2018,Carlton,Seats - Outdoor,Korean,1,30
2018,Carlton,Seats - Outdoor,Other Cuisines,69,1541
2018,Carlton,Seats - Outdoor,Thai,3,56
2018,Carlton,Seats - Outdoor,Vietnamese,2,32
2018,Carlton,Seats - Outdoor,Western / Pub / Bistro,7,182
2018,Docklands,Seats - Indoor,Cafe / Coffee Shop,47,5122
2018,Docklands,Seats - Indoor,Chinese,2,56
2018,Docklands,Seats - Indoor,Italian,6,259
2018,Docklands,Seats - Indoor,Japanese,11,507
2018,Docklands,Seats - Indoor,Mexican,1,38
2018,Docklands,Seats - Indoor,Other Cuisines,96,7183
2018,Docklands,Seats - Indoor,Thai,4,190
2018,Docklands,Seats - Indoor,Vietnamese,3,140
2018,Docklands,Seats - Indoor,Western / Pub / Bistro,7,1204
2018,Docklands,Seats - Outdoor,Cafe / Coffee Shop,31,881
2018,Docklands,Seats - Outdoor,Chinese,2,108
2018,Docklands,Seats - Outdoor,Italian,3,140
2018,Docklands,Seats - Outdoor,Japanese,7,146
2018,Docklands,Seats - Outdoor,Other Cuisines,55,2045
2018,Docklands,Seats - Outdoor,Thai,3,36
2018,Docklands,Seats - Outdoor,Vietnamese,2,48
2018,Docklands,Seats - Outdoor,Western / Pub / Bistro,5,287
2018,East Melbourne,Seats - Indoor,Cafe / Coffee Shop,12,811
2018,East Melbourne,Seats - Indoor,Indian,2,96
2018,East Melbourne,Seats - Indoor,Italian,5,297
2018,East Melbourne,Seats - Indoor,Japanese,1,22
2018,East Melbourne,Seats - Indoor,Other Cuisines,16,4328
2018,East Melbourne,Seats - Indoor,Western / Pub / Bistro,1,46
2018,East Melbourne,Seats - Outdoor,Cafe / Coffee Shop,11,317
2018,East Melbourne,Seats - Outdoor,Italian,3,51
2018,East Melbourne,Seats - Outdoor,Japanese,1,6
2018,East Melbourne,Seats - Outdoor,Other Cuisines,11,375
2018,East Melbourne,Seats - Outdoor,Western / Pub / Bistro,1,30
2018,Kensington,Seats - Indoor,Cafe / Coffee Shop,12,318
2018,Kensington,Seats - Indoor,Greek,1,40
2018,Kensington,Seats - Indoor,Italian,3,202
2018,Kensington,Seats - Indoor,Mexican,1,48
2018,Kensington,Seats - Indoor,Other Cuisines,6,200
2018,Kensington,Seats - Indoor,Thai,1,20
2018,Kensington,Seats - Indoor,Western / Pub / Bistro,4,131
2018,Kensington,Seats - Outdoor,Cafe / Coffee Shop,10,123
2018,Kensington,Seats - Outdoor,Greek,1,8
2018,Kensington,Seats - Outdoor,Italian,2,44
2018,Kensington,Seats - Outdoor,Mexican,1,12
2018,Kensington,Seats - Outdoor,Other Cuisines,2,36
2018,Kensington,Seats - Outdoor,Thai,1,14
2018,Kensington,Seats - Outdoor,Western / Pub / Bistro,2,41
2018,Melbourne (CBD),Seats - Indoor,Cafe / Coffee Shop,186,9270
2018,Melbourne (CBD),Seats - Indoor,Chinese,45,3713
2018,Melbourne (CBD),Seats - Indoor,Greek,2,84
2018,Melbourne (CBD),Seats - Indoor,Indian,14,881
2018,Melbourne (CBD),Seats - Indoor,Italian,31,2073
2018,Melbourne (CBD),Seats - Indoor,Japanese,66,3740
2018,Melbourne (CBD),Seats - Indoor,Korean,14,1050
2018,Melbourne (CBD),Seats - Indoor,Mexican,6,326
2018,Melbourne (CBD),Seats - Indoor,Middle Eastern,1,126
2018,Melbourne (CBD),Seats - Indoor,Other Cuisines,546,38734
2018,Melbourne (CBD),Seats - Indoor,Thai,11,666
2018,Melbourne (CBD),Seats - Indoor,Vietnamese,11,568
2018,Melbourne (CBD),Seats - Indoor,Western / Pub / Bistro,67,4524
2018,Melbourne (CBD),Seats - Outdoor,Cafe / Coffee Shop,118,2874
2018,Melbourne (CBD),Seats - Outdoor,Chinese,8,104
2018,Melbourne (CBD),Seats - Outdoor,Greek,2,50
2018,Melbourne (CBD),Seats - Outdoor,Indian,8,114
2018,Melbourne (CBD),Seats - Outdoor,Italian,12,359
2018,Melbourne (CBD),Seats - Outdoor,Japanese,19,307
2018,Melbourne (CBD),Seats - Outdoor,Korean,3,73
2018,Melbourne (CBD),Seats - Outdoor,Mexican,4,138
2018,Melbourne (CBD),Seats - Outdoor,Middle Eastern,1,24
2018,Melbourne (CBD),Seats - Outdoor,Other Cuisines,224,6276
2018,Melbourne (CBD),Seats - Outdoor,Thai,3,56
2018,Melbourne (CBD),Seats - Outdoor,Vietnamese,7,205
2018,Melbourne (CBD),Seats - Outdoor,Western / Pub / Bistro,36,1489
2018,Melbourne (Remainder),Seats - Indoor,Cafe / Coffee Shop,15,1110
2018,Melbourne (Remainder),Seats - Indoor,Japanese,4,89
2018,Melbourne (Remainder),Seats - Indoor,Other Cuisines,14,703
2018,Melbourne (Remainder),Seats - Indoor,Vietnamese,1,62
2018,Melbourne (Remainder),Seats - Indoor,Western / Pub / Bistro,1,11
2018,Melbourne (Remainder),Seats - Outdoor,Cafe / Coffee Shop,15,585
2018,Melbourne (Remainder),Seats - Outdoor,Japanese,3,44
2018,Melbourne (Remainder),Seats - Outdoor,Other Cuisines,11,527
2018,North Melbourne,Seats - Indoor,Cafe / Coffee Shop,17,594
2018,North Melbourne,Seats - Indoor,Indian,2,58
2018,North Melbourne,Seats - Indoor,Italian,1,80
2018,North Melbourne,Seats - Indoor,Japanese,2,80
2018,North Melbourne,Seats - Indoor,Korean,2,116
2018,North Melbourne,Seats - Indoor,Middle Eastern,1,30
2018,North Melbourne,Seats - Indoor,Other Cuisines,34,1733
2018,North Melbourne,Seats - Indoor,Thai,1,50
2018,North Melbourne,Seats - Indoor,Vietnamese,3,64
2018,North Melbourne,Seats - Indoor,Western / Pub / Bistro,3,180
2018,North Melbourne,Seats - Outdoor,Cafe / Coffee Shop,14,270
2018,North Melbourne,Seats - Outdoor,Indian,1,4
2018,North Melbourne,Seats - Outdoor,Italian,1,4
2018,North Melbourne,Seats - Outdoor,Japanese,1,24
2018,North Melbourne,Seats - Outdoor,Middle Eastern,1,8
2018,North Melbourne,Seats - Outdoor,Other Cuisines,21,332
2018,North Melbourne,Seats - Outdoor,Thai,1,4
2018,North Melbourne,Seats - Outdoor,Vietnamese,2,28
2018,North Melbourne,Seats - Outdoor,Western / Pub / Bistro,1,8
2018,Parkville,Seats - Indoor,Cafe / Coffee Shop,12,611
2018,Parkville,Seats - Indoor,Chinese,1,48
2018,Parkville,Seats - Indoor,Japanese,2,67
2018,Parkville,Seats - Indoor,Other Cuisines,15,1082
2018,Parkville,Seats - Indoor,Western / Pub / Bistro,3,350
2018,Parkville,Seats - Outdoor,Cafe / Coffee Shop,10,298
2018,Parkville,Seats - Outdoor,Chinese,1,24
2018,Parkville,Seats - Outdoor,Other Cuisines,6,192
2018,Parkville,Seats - Outdoor,Western / Pub / Bistro,2,340
2018,Port Melbourne,Seats - Indoor,Cafe / Coffee Shop,8,374
2018,Port Melbourne,Seats - Indoor,Other Cuisines,7,295
2018,Port Melbourne,Seats - Indoor,Western / Pub / Bistro,1,90
2018,Port Melbourne,Seats - Outdoor,Cafe / Coffee Shop,7,180
2018,Port Melbourne,Seats - Outdoor,Other Cuisines,5,128
2018,Port Melbourne,Seats - Outdoor,Western / Pub / Bistro,1,40
2018,South Yarra,Seats - Indoor,Cafe / Coffee Shop,1,120
2018,South Yarra,Seats - Indoor,Japanese,1,22
2018,South Yarra,Seats - Indoor,Other Cuisines,4,247
2018,South Yarra,Seats - Indoor,Western / Pub / Bistro,2,224
2018,South Yarra,Seats - Outdoor,Cafe / Coffee Shop,1,30
2018,South Yarra,Seats - Outdoor,Other Cuisines,3,78
2018,South Yarra,Seats - Outdoor,Western / Pub / Bistro,2,28
2018,Southbank,Seats - Indoor,Cafe / Coffee Shop,20,1422
2018,Southbank,Seats - Indoor,Chinese,3,255
2018,Southbank,Seats - Indoor,Greek,1,80
2018,Southbank,Seats - Indoor,Italian,1,150
2018,Southbank,Seats - Indoor,Japanese,3,150
2018,Southbank,Seats - Indoor,Mexican,1,28
2018,Southbank,Seats - Indoor,Other Cuisines,73,7771
2018,Southbank,Seats - Indoor,Vietnamese,2,119
2018,Southbank,Seats - Indoor,Western / Pub / Bistro,22,3570
2018,Southbank,Seats - Outdoor,Cafe / Coffee Shop,12,401
2018,Southbank,Seats - Outdoor,Japanese,2,42
2018,Southbank,Seats - Outdoor,Other Cuisines,41,2512
2018,Southbank,Seats - Outdoor,Vietnamese,1,20
2018,Southbank,Seats - Outdoor,Western / Pub / Bistro,17,951
2018,West Melbourne (Residential),Seats - Indoor,Cafe / Coffee Shop,12,382
2018,West Melbourne (Residential),Seats - Indoor,Indian,2,50
2018,West Melbourne (Residential),Seats - Indoor,Italian,1,18
2018,West Melbourne (Residential),Seats - Indoor,Middle Eastern,1,43
2018,West Melbourne (Residential),Seats - Indoor,Other Cuisines,21,697
2018,West Melbourne (Residential),Seats - Indoor,Thai,1,22
2018,West Melbourne (Residential),Seats - Outdoor,Cafe / Coffee Shop,12,129
2018,West Melbourne (Residential),Seats - Outdoor,Italian,1,8
2018,West Melbourne (Residential),Seats - Outdoor,Middle Eastern,1,6
2018,West Melbourne (Residential),Seats - Outdoor,Other Cuisines,11,178
2018,West Melbourne (Residential),Seats - Outdoor,Thai,1,4
2019,Carlton,Seats - Indoor,Cafe / Coffee Shop,37,2105
2019,Carlton,Seats - Indoor,Chinese,7,263
2019,Carlton,Seats - Indoor,Indian,1,28
2019,Carlton,Seats - Indoor,Italian,17,1523
2019,Carlton,Seats - Indoor,Japanese,5,170
2019,Carlton,Seats - Indoor,Korean,1,100
2019,Carlton,Seats - Indoor,Other Cuisines,91,5442
2019,Carlton,Seats - Indoor,Thai,3,108
2019,Carlton,Seats - Indoor,Vietnamese,2,55
2019,Carlton,Seats - Indoor,Western / Pub / Bistro,9,562
2019,Carlton,Seats - Outdoor,Cafe / Coffee Shop,33,907
2019,Carlton,Seats - Outdoor,Chinese,6,84
2019,Carlton,Seats - Outdoor,Indian,1,12
2019,Carlton,Seats - Outdoor,Italian,16,498
2019,Carlton,Seats - Outdoor,Japanese,4,54
2019,Carlton,Seats - Outdoor,Korean,1,30
2019,Carlton,Seats - Outdoor,Other Cuisines,69,1541
2019,Carlton,Seats - Outdoor,Thai,3,56
2019,Carlton,Seats - Outdoor,Vietnamese,2,32
2019,Carlton,Seats - Outdoor,Western / Pub / Bistro,7,182
2019,Docklands,Seats - Indoor,Cafe / Coffee Shop,47,5122
2019,Docklands,Seats - Indoor,Chinese,2,56
2019,Docklands,Seats - Indoor,Italian,6,259
2019,Docklands,Seats - Indoor,Japanese,11,507
2019,Docklands,Seats - Indoor,Mexican,1,38
2019,Docklands,Seats - Indoor,Other Cuisines,96,7183
2019,Docklands,Seats - Indoor,Thai,4,190
2019,Docklands,Seats - Indoor,Vietnamese,3,140
2019,Docklands,Seats - Indoor,Western / Pub / Bistro,7,1204
2019,Docklands,Seats - Outdoor,Cafe / Coffee Shop,31,881
2019,Docklands,Seats - Outdoor,Chinese,2,108
2019,Docklands,Seats - Outdoor,Italian,3,140
2019,Docklands,Seats - Outdoor,Japanese,7,146
2019,Docklands,Seats - Outdoor,Other Cuisines,55,2045
2019,Docklands,Seats - Outdoor,Thai,3,36
2019,Docklands,Seats - Outdoor,Vietnamese,2,48
2019,Docklands,Seats - Outdoor,Western / Pub / Bistro,5,287
2019,East Melbourne,Seats - Indoor,Cafe / Coffee Shop,12,811
2019,East Melbourne,Seats - Indoor,Indian,2,96
2019,East Melbourne,Seats - Indoor,Italian,5,297
2019,East Melbourne,Seats - Indoor,Japanese,1,22
2019,East Melbourne,Seats - Indoor,Other Cuisines,16,4328
2019,East Melbourne,Seats - Indoor,Western / Pub / Bistro,1,46
2019,East Melbourne,Seats - Outdoor,Cafe / Coffee Shop,11,317
2019,East Melbourne,Seats - Outdoor,Italian,3,51
2019,East Melbourne,Seats - Outdoor,Japanese,1,6
2019,East Melbourne,Seats - Outdoor,Other Cuisines,11,375
2019,East Melbourne,Seats - Outdoor,Western / Pub / Bistro,1,30
2019,Kensington,Seats - Indoor,Cafe / Coffee Shop,9,272
2019,Kensington,Seats - Indoor,Italian,2,160
2019,Kensington,Seats - Indoor,Other Cuisines,10,376
2019,Kensington,Seats - Indoor,Thai,1,20
2019,Kensington,Seats - Indoor,Western / Pub / Bistro,4,125
2019,Kensington,Seats - Outdoor,Cafe / Coffee Shop,7,85
2019,Kensington,Seats - Outdoor,Italian,2,44
2019,Kensington,Seats - Outdoor,Other Cuisines,7,79
2019,Kensington,Seats - Outdoor,Thai,1,14
2019,Kensington,Seats - Outdoor,Western / Pub / Bistro,2,41
2019,Melbourne (CBD),Seats - Indoor,Cafe / Coffee Shop,158,7876
2019,Melbourne (CBD),Seats - Indoor,Chinese,44,3797
2019,Melbourne (CBD),Seats - Indoor,Greek,1,80
2019,Melbourne (CBD),Seats - Indoor,Indian,12,726
2019,Melbourne (CBD),Seats - Indoor,Italian,30,2034
2019,Melbourne (CBD),Seats - Indoor,Japanese,64,3566
2019,Melbourne (CBD),Seats - Indoor,Korean,23,1523
2019,Melbourne (CBD),Seats - Indoor,Mexican,7,376
2019,Melbourne (CBD),Seats - Indoor,Middle Eastern,4,205
2019,Melbourne (CBD),Seats - Indoor,Other Cuisines,566,39304
2019,Melbourne (CBD),Seats - Indoor,Thai,12,767
2019,Melbourne (CBD),Seats - Indoor,Vietnamese,16,750
2019,Melbourne (CBD),Seats - Indoor,Western / Pub / Bistro,68,4639
2019,Melbourne (CBD),Seats - Outdoor,Cafe / Coffee Shop,104,2499
2019,Melbourne (CBD),Seats - Outdoor,Chinese,7,98
2019,Melbourne (CBD),Seats - Outdoor,Greek,1,16
2019,Melbourne (CBD),Seats - Outdoor,Indian,6,100
2019,Melbourne (CBD),Seats - Outdoor,Italian,12,331
2019,Melbourne (CBD),Seats - Outdoor,Japanese,17,264
2019,Melbourne (CBD),Seats - Outdoor,Korean,5,76
2019,Melbourne (CBD),Seats - Outdoor,Mexican,3,58
2019,Melbourne (CBD),Seats - Outdoor,Middle Eastern,1,24
2019,Melbourne (CBD),Seats - Outdoor,Other Cuisines,229,6294
2019,Melbourne (CBD),Seats - Outdoor,Thai,3,62
2019,Melbourne (CBD),Seats - Outdoor,Vietnamese,9,229
2019,Melbourne (CBD),Seats - Outdoor,Western / Pub / Bistro,38,1537
2019,Melbourne (Remainder),Seats - Indoor,Cafe / Coffee Shop,12,932
2019,Melbourne (Remainder),Seats - Indoor,Japanese,4,94
2019,Melbourne (Remainder),Seats - Indoor,Other Cuisines,15,735
2019,Melbourne (Remainder),Seats - Indoor,Thai,1,48
2019,Melbourne (Remainder),Seats - Indoor,Vietnamese,2,76
2019,Melbourne (Remainder),Seats - Indoor,Western / Pub / Bistro,1,11
2019,Melbourne (Remainder),Seats - Outdoor,Cafe / Coffee Shop,11,553
2019,Melbourne (Remainder),Seats - Outdoor,Japanese,3,44
2019,Melbourne (Remainder),Seats - Outdoor,Other Cuisines,12,578
2019,Melbourne (Remainder),Seats - Outdoor,Thai,1,13
2019,Melbourne (Remainder),Seats - Outdoor,Vietnamese,1,24
2019,North Melbourne,Seats - Indoor,Cafe / Coffee Shop,17,594
2019,North Melbourne,Seats - Indoor,Indian,2,58
2019,North Melbourne,Seats - Indoor,Italian,1,80
2019,North Melbourne,Seats - Indoor,Japanese,2,80
2019,North Melbourne,Seats - Indoor,Korean,2,116
2019,North Melbourne,Seats - Indoor,Middle Eastern,1,30
2019,North Melbourne,Seats - Indoor,Other Cuisines,34,1733
2019,North Melbourne,Seats - Indoor,Thai,1,50
2019,North Melbourne,Seats - Indoor,Vietnamese,3,64
2019,North Melbourne,Seats - Indoor,Western / Pub / Bistro,3,180
2019,North Melbourne,Seats - Outdoor,Cafe / Coffee Shop,14,270
2019,North Melbourne,Seats - Outdoor,Indian,1,4
2019,North Melbourne,Seats - Outdoor,Italian,1,4
2019,North Melbourne,Seats - Outdoor,Japanese,1,24
2019,North Melbourne,Seats - Outdoor,Middle Eastern,1,8
2019,North Melbourne,Seats - Outdoor,Other Cuisines,21,332
2019,North Melbourne,Seats - Outdoor,Thai,1,4
2019,North Melbourne,Seats - Outdoor,Vietnamese,2,28
2019,North Melbourne,Seats - Outdoor,Western / Pub / Bistro,1,8
2019,Parkville,Seats - Indoor,Cafe / Coffee Shop,12,611
2019,Parkville,Seats - Indoor,Chinese,1,48
2019,Parkville,Seats - Indoor,Japanese,2,67
2019,Parkville,Seats - Indoor,Other Cuisines,15,1082
2019,Parkville,Seats - Indoor,Western / Pub / Bistro,3,350
2019,Parkville,Seats - Outdoor,Cafe / Coffee Shop,10,298
2019,Parkville,Seats - Outdoor,Chinese,1,24
2019,Parkville,Seats - Outdoor,Other Cuisines,6,192
2019,Parkville,Seats - Outdoor,Western / Pub / Bistro,2,340
2019,Port Melbourne,Seats - Indoor,Cafe / Coffee Shop,9,380
2019,Port Melbourne,Seats - Indoor,Other Cuisines,7,295
2019,Port Melbourne,Seats - Indoor,Western / Pub / Bistro,1,90
2019,Port Melbourne,Seats - Outdoor,Cafe / Coffee Shop,8,196
2019,Port Melbourne,Seats - Outdoor,Other Cuisines,5,128
2019,Port Melbourne,Seats - Outdoor,Western / Pub / Bistro,1,90
2019,South Yarra,Seats - Indoor,Cafe / Coffee Shop,1,120
2019,South Yarra,Seats - Indoor,Japanese,1,22
2019,South Yarra,Seats - Indoor,Other Cuisines,5,297
2019,South Yarra,Seats - Indoor,Western / Pub / Bistro,2,224
2019,South Yarra,Seats - Outdoor,Cafe / Coffee Shop,1,30
2019,South Yarra,Seats - Outdoor,Other Cuisines,3,68
2019,South Yarra,Seats - Outdoor,Western / Pub / Bistro,2,38
2019,Southbank,Seats - Indoor,Cafe / Coffee Shop,19,1337
2019,Southbank,Seats - Indoor,Chinese,2,159
2019,Southbank,Seats - Indoor,Greek,1,80
2019,Southbank,Seats - Indoor,Italian,1,150
2019,Southbank,Seats - Indoor,Japanese,3,180
2019,Southbank,Seats - Indoor,Mexican,1,28
2019,Southbank,Seats - Indoor,Other Cuisines,88,8659
2019,Southbank,Seats - Indoor,Thai,2,152
2019,Southbank,Seats - Indoor,Vietnamese,3,174
2019,Southbank,Seats - Indoor,Western / Pub / Bistro,19,2671
2019,Southbank,Seats - Outdoor,Cafe / Coffee Shop,10,337
2019,Southbank,Seats - Outdoor,Japanese,2,42
2019,Southbank,Seats - Outdoor,Other Cuisines,44,2610
2019,Southbank,Seats - Outdoor,Thai,1,90
2019,Southbank,Seats - Outdoor,Vietnamese,2,32
2019,Southbank,Seats - Outdoor,Western / Pub / Bistro,12,717
2019,West Melbourne (Residential),Seats - Indoor,Cafe / Coffee Shop,12,382
2019,West Melbourne (Residential),Seats - Indoor,Indian,2,50
2019,West Melbourne (Residential),Seats - Indoor,Italian,1,18
2019,West Melbourne (Residential),Seats - Indoor,Middle Eastern,1,43
2019,West Melbourne (Residential),Seats - Indoor,Other Cuisines,21,697
2019,West Melbourne (Residential),Seats - Indoor,Thai,1,22
2019,West Melbourne (Residential),Seats - Outdoor,Cafe / Coffee Shop,12,129
2019,West Melbourne (Residential),Seats - Outdoor,Italian,1,8
2019,West Melbourne (Residential),Seats - Outdoor,Middle Eastern,1,6
2019,West Melbourne (Residential),Seats - Outdoor,Other Cuisines,11,178
2019,West Melbourne (Residential),Seats - Outdoor,Thai,1,4
2020,Carlton,Seats - Indoor,Cafe / Coffee Shop,33,1956
2020,Carlton,Seats - Indoor,Chinese,11,555
2020,Carlton,Seats - Indoor,Indian,1,28
2020,Carlton,Seats - Indoor,Italian,17,1383
2020,Carlton,Seats - Indoor,Japanese,2,60
2020,Carlton,Seats - Indoor,Korean,1,100
2020,Carlton,Seats - Indoor,Other Cuisines,90,5768
2020,Carlton,Seats - Indoor,Thai,3,108
2020,Carlton,Seats - Indoor,Vietnamese,2,65
2020,Carlton,Seats - Indoor,Western / Pub / Bistro,5,303
2020,Carlton,Seats - Outdoor,Cafe / Coffee Shop,29,815
2020,Carlton,Seats - Outdoor,Chinese,7,90
2020,Carlton,Seats - Outdoor,Indian,1,12
2020,Carlton,Seats - Outdoor,Italian,15,500
2020,Carlton,Seats - Outdoor,Japanese,1,12
2020,Carlton,Seats - Outdoor,Korean,1,30
2020,Carlton,Seats - Outdoor,Other Cuisines,62,1285
2020,Carlton,Seats - Outdoor,Thai,3,56
2020,Carlton,Seats - Outdoor,Vietnamese,2,26
2020,Carlton,Seats - Outdoor,Western / Pub / Bistro,5,116
2020,Docklands,Seats - Indoor,Cafe / Coffee Shop,42,4923
2020,Docklands,Seats - Indoor,Chinese,7,340
2020,Docklands,Seats - Indoor,Indian,1,20
2020,Docklands,Seats - Indoor,Italian,5,221
2020,Docklands,Seats - Indoor,Japanese,9,409
2020,Docklands,Seats - Indoor,Mexican,2,97
2020,Docklands,Seats - Indoor,Middle Eastern,1,30
2020,Docklands,Seats - Indoor,Other Cuisines,106,6382
2020,Docklands,Seats - Indoor,Thai,5,229
2020,Docklands,Seats - Indoor,Vietnamese,4,158
2020,Docklands,Seats - Indoor,Western / Pub / Bistro,6,550
2020,Docklands,Seats - Outdoor,Cafe / Coffee Shop,31,861
2020,Docklands,Seats - Outdoor,Chinese,3,108
2020,Docklands,Seats - Outdoor,Italian,3,130
2020,Docklands,Seats - Outdoor,Japanese,4,122
2020,Docklands,Seats - Outdoor,Mexican,1,15
2020,Docklands,Seats - Outdoor,Middle Eastern,1,30
2020,Docklands,Seats - Outdoor,Other Cuisines,54,1977
2020,Docklands,Seats - Outdoor,Thai,3,46
2020,Docklands,Seats - Outdoor,Vietnamese,3,76
2020,Docklands,Seats - Outdoor,Western / Pub / Bistro,6,250
2020,East Melbourne,Seats - Indoor,Cafe / Coffee Shop,9,683
2020,East Melbourne,Seats - Indoor,Indian,2,96
2020,East Melbourne,Seats - Indoor,Italian,3,150
2020,East Melbourne,Seats - Indoor,Japanese,2,52
2020,East Melbourne,Seats - Indoor,Other Cuisines,15,4189
2020,East Melbourne,Seats - Indoor,Western / Pub / Bistro,1,46
2020,East Melbourne,Seats - Outdoor,Cafe / Coffee Shop,8,294
2020,East Melbourne,Seats - Outdoor,Italian,3,51
2020,East Melbourne,Seats - Outdoor,Japanese,2,14
2020,East Melbourne,Seats - Outdoor,Other Cuisines,11,358
2020,East Melbourne,Seats - Outdoor,Western / Pub / Bistro,1,30
2020,Kensington,Seats - Indoor,Cafe / Coffee Shop,9,272
2020,Kensington,Seats - Indoor,Italian,2,160
2020,Kensington,Seats - Indoor,Other Cuisines,10,376
2020,Kensington,Seats - Indoor,Thai,1,20
2020,Kensington,Seats - Indoor,Western / Pub / Bistro,4,125
2020,Kensington,Seats - Outdoor,Cafe / Coffee Shop,7,85
2020,Kensington,Seats - Outdoor,Italian,2,44
2020,Kensington,Seats - Outdoor,Other Cuisines,7,79
2020,Kensington,Seats - Outdoor,Thai,1,14
2020,Kensington,Seats - Outdoor,Western / Pub / Bistro,2,41
2020,Melbourne (CBD),Seats - Indoor,Cafe / Coffee Shop,139,6965
2020,Melbourne (CBD),Seats - Indoor,Chinese,37,3163
2020,Melbourne (CBD),Seats - Indoor,Greek,1,80
2020,Melbourne (CBD),Seats - Indoor,Indian,11,626
2020,Melbourne (CBD),Seats - Indoor,Italian,28,2056
2020,Melbourne (CBD),Seats - Indoor,Japanese,52,2936
2020,Melbourne (CBD),Seats - Indoor,Korean,23,1585
2020,Melbourne (CBD),Seats - Indoor,Mexican,7,376
2020,Melbourne (CBD),Seats - Indoor,Middle Eastern,4,205
2020,Melbourne (CBD),Seats - Indoor,Other Cuisines,521,35742
2020,Melbourne (CBD),Seats - Indoor,Thai,11,731
2020,Melbourne (CBD),Seats - Indoor,Vietnamese,17,711
2020,Melbourne (CBD),Seats - Indoor,Western / Pub / Bistro,61,4361
2020,Melbourne (CBD),Seats - Outdoor,Cafe / Coffee Shop,88,2249
2020,Melbourne (CBD),Seats - Outdoor,Chinese,6,82
2020,Melbourne (CBD),Seats - Outdoor,Greek,1,16
2020,Melbourne (CBD),Seats - Outdoor,Indian,5,90
2020,Melbourne (CBD),Seats - Outdoor,Italian,12,519
2020,Melbourne (CBD),Seats - Outdoor,Japanese,12,184
2020,Melbourne (CBD),Seats - Outdoor,Korean,5,100
2020,Melbourne (CBD),Seats - Outdoor,Mexican,3,58
2020,Melbourne (CBD),Seats - Outdoor,Middle Eastern,1,24
2020,Melbourne (CBD),Seats - Outdoor,Other Cuisines,204,5574
2020,Melbourne (CBD),Seats - Outdoor,Thai,3,74
2020,Melbourne (CBD),Seats - Outdoor,Vietnamese,10,218
2020,Melbourne (CBD),Seats - Outdoor,Western / Pub / Bistro,32,1440
2020,Melbourne (Remainder),Seats - Indoor,Cafe / Coffee Shop,10,812
2020,Melbourne (Remainder),Seats - Indoor,Japanese,4,94
2020,Melbourne (Remainder),Seats - Indoor,Other Cuisines,15,735
2020,Melbourne (Remainder),Seats - Indoor,Thai,1,48
2020,Melbourne (Remainder),Seats - Indoor,Vietnamese,2,76
2020,Melbourne (Remainder),Seats - Outdoor,Cafe / Coffee Shop,9,469
2020,Melbourne (Remainder),Seats - Outdoor,Japanese,3,44
2020,Melbourne (Remainder),Seats - Outdoor,Other Cuisines,12,578
2020,Melbourne (Remainder),Seats - Outdoor,Thai,1,13
2020,Melbourne (Remainder),Seats - Outdoor,Vietnamese,1,24
2020,North Melbourne,Seats - Indoor,Cafe / Coffee Shop,13,408
2020,North Melbourne,Seats - Indoor,Indian,2,58
2020,North Melbourne,Seats - Indoor,Italian,1,80
2020,North Melbourne,Seats - Indoor,Japanese,2,76
2020,North Melbourne,Seats - Indoor,Korean,2,116
2020,North Melbourne,Seats - Indoor,Middle Eastern,1,30
2020,North Melbourne,Seats - Indoor,Other Cuisines,32,1646
2020,North Melbourne,Seats - Indoor,Thai,1,50
2020,North Melbourne,Seats - Indoor,Vietnamese,2,46
2020,North Melbourne,Seats - Indoor,Western / Pub / Bistro,2,76
2020,North Melbourne,Seats - Outdoor,Cafe / Coffee Shop,12,236
2020,North Melbourne,Seats - Outdoor,Indian,1,4
2020,North Melbourne,Seats - Outdoor,Italian,1,4
2020,North Melbourne,Seats - Outdoor,Middle Eastern,1,8
2020,North Melbourne,Seats - Outdoor,Other Cuisines,18,256
2020,North Melbourne,Seats - Outdoor,Thai,1,4
2020,North Melbourne,Seats - Outdoor,Vietnamese,1,12
2020,Parkville,Seats - Indoor,Cafe / Coffee Shop,8,504
2020,Parkville,Seats - Indoor,Chinese,1,48
2020,Parkville,Seats - Indoor,Japanese,1,32
2020,Parkville,Seats - Indoor,Other Cuisines,14,1062
2020,Parkville,Seats - Indoor,Western / Pub / Bistro,3,350
2020,Parkville,Seats - Outdoor,Cafe / Coffee Shop,7,278
2020,Parkville,Seats - Outdoor,Chinese,1,24
2020,Parkville,Seats - Outdoor,Other Cuisines,6,192
2020,Parkville,Seats - Outdoor,Western / Pub / Bistro,2,340
