Census year,Block ID,Property ID,Base property ID,Building address,CLUE small area,Trading name,Business address,Industry (ANZSIC4) code,Industry (ANZSIC4) description,Seating type,Number of seats,Longitude,Latitude,location
2024,57,106434,106434,14-16 Market Lane MELBOURNE VIC 3000,Melbourne (CBD),Hutong Dumpling Bar,14-16 Market Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,110,144.969457819,-37.81187264,"-37.81187264, 144.969457819"
2024,58,101224,101224,Florentino Restaurant 78-84 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Grossi Florentino,Florentino Restaurant 78-84 Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,54,144.970847236,-37.81172969,"-37.81172969, 144.970847236"
2024,58,101225,101225,76 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Ombra,76 Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,75,144.97094423,-37.81170263,"-37.81170263, 144.97094423"
2024,58,101225,101225,76 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Ombra,76 Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,11,144.97094423,-37.81170263,"-37.81170263, 144.97094423"
2024,58,101229,101229,66 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Pellegrini's Espresso Bar,66 Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,13,144.971163378,-37.81165009,"-37.81165009, 144.971163378"
2024,58,101231,101231,40-50 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Taco Bill Mexican Restaurant,"Shop 1, 50 Bourke Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,12,144.971688988,-37.81137727,"-37.81137727, 144.971688988"
2024,58,101237,101237,10 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),The Butchers Diner And Spring Street Events,Ground 10 Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,20,144.97255541,-37.81123539,"-37.81123539, 144.97255541"
2024,58,101237,101237,10 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),The Butchers Diner And Spring Street Events,Ground 10 Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,24,144.97255541,-37.81123539,"-37.81123539, 144.97255541"
2024,58,102268,102268,11-25 Crossley Street MELBOURNE VIC 3000,Melbourne (CBD),Becco,Ground 11-25 Crossley Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,33,144.971014127,-37.81143018,"-37.81143018, 144.971014127"
2024,58,105659,105659,16-22 Liverpool Street MELBOURNE VIC 3000,Melbourne (CBD),Ruyi Modern Chinese,"Shop 1, Ground 16 Liverpool Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,49,144.97155135,-37.81106615,"-37.81106615, 144.97155135"
2024,58,105827,105827,27-35 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Hochi Mama,Ground 35 Little Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,24,144.971830017,-37.81094349,"-37.81094349, 144.971830017"
2024,58,105829,105829,37-41 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Daughter In Law,Ground 37-41 Little Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,80,144.971505869,-37.81083595,"-37.81083595, 144.971505869"
2024,58,105830,105830,43 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Punch Lane Wine Bar Restaurant,"Unit 6, 43 Little Bourke Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,20,144.971362998,-37.81092017,"-37.81092017, 144.971362998"
2024,58,108985,108985,159 Spring Street MELBOURNE VIC 3000,Melbourne (CBD),City Wine Shop,159 Spring Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,60,144.972465071,-37.81099168,"-37.81099168, 144.972465071"
2024,58,108986,108986,161 Spring Street MELBOURNE VIC 3000,Melbourne (CBD),The European,Ground 161 Spring Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,18,144.972429029,-37.81095129,"-37.81095129, 144.972429029"
2024,58,108986,108986,161 Spring Street MELBOURNE VIC 3000,Melbourne (CBD),The Melbourne Supper Club,Level 1 161 Spring Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,90,144.972429029,-37.81095129,"-37.81095129, 144.972429029"
2024,61,105717,105717,20-40 Rose Lane MELBOURNE VIC 3000,Melbourne (CBD),Mandarin Food Store,30 Rose Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,6,144.954249339,-37.81498784,"-37.81498784, 144.954249339"
2024,61,641556,105718,220 Spencer Street MELBOURNE VIC 3000,Melbourne (CBD),Bon Bon Boy - Spencer Street,"Shop 102T-103T, LwrGround 656 Little Bourke Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,20,144.953525588,-37.81537494,"-37.81537494, 144.953525588"
2024,61,641556,105718,220 Spencer Street MELBOURNE VIC 3000,Melbourne (CBD),Higher Ground,"Shop 101T, LwrGround 650 Little Bourke Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,22,144.953525588,-37.81537494,"-37.81537494, 144.953525588"
