Census year,Block ID,Property ID,Base property ID,Building address,CLUE small area,Trading name,Business address,Industry (ANZSIC4) code,Industry (ANZSIC4) description,Seating type,Number of seats,Longitude,Latitude,location
2018,54,105851,105851,393-397 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Larder Section,"Shop 4, 37 Little Bourke Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,12,144.961204291,-37.8138513,"-37.8138513, 144.961204291"
2018,54,108106,108106,174-176 Queen Street MELBOURNE 3000,Melbourne (CBD),Nirankar Restaurant,"Part Ground , 174 Queen Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,110,144.96076988,-37.81429327,"-37.81429327, 144.96076988"
2018,54,109954,109954,15-19 Warburton Lane MELBOURNE 3000,Melbourne (CBD),Portello Rosso,"Ground , 15-19 Warburton Lane MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,45,144.961846248,-37.81381239,"-37.81381239, 144.961846248"
2018,55,101193,101193,338-352 Bourke Street MELBOURNE 3000,Melbourne (CBD),Federal Coffee Palace,338-352 Bourke Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Outdoor,155,144.963287929,-37.81360425,"-37.81360425, 144.963287929"
2018,55,101193,101193,338-352 Bourke Street MELBOURNE 3000,Melbourne (CBD),Ca De Vin,338-352 Bourke Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Outdoor,140,144.963287929,-37.81360425,"-37.81360425, 144.963287929"
2018,55,101193,101193,338-352 Bourke Street MELBOURNE 3000,Melbourne (CBD),Mama's Buoi,338-352 Bourke Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,12,144.963287929,-37.81360425,"-37.81360425, 144.963287929"
2018,55,101193,101193,338-352 Bourke Street MELBOURNE 3000,Melbourne (CBD),Oda Sushi,338-352 Bourke Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Outdoor,38,144.963287929,-37.81360425,"-37.81360425, 144.963287929"
2018,55,105840,105840,265-279 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),The Louden Kitchen & Grill,"Part Level 1, 265-279 Little Bourke Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,150,144.964646913,-37.81288667,"-37.81288667, 144.964646913"
2018,55,109285,109285,207-209 Swanston Street MELBOURNE 3000,Melbourne (CBD),Sam Sam,"Gnd & Flr1 , 209 Swanston Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,90,144.96503868,-37.81289706,"-37.81289706, 144.96503868"
2018,55,109288,109288,219-225 Swanston Street MELBOURNE 3000,Melbourne (CBD),Red Piggy,"Level 3, 263-0 Swanston Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,40,144.964958188,-37.81271885,"-37.81271885, 144.964958188"
2018,56,101199,101199,246-260 Bourke Street MELBOURNE 3000,Melbourne (CBD),Melbourne Dae Jang Geum Korean BBQ,"Shop 117, Level 1, 235 Bourke Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,120,144.965836537,-37.81296443,"-37.81296443, 144.965836537"
2018,56,101199,101199,246-260 Bourke Street MELBOURNE 3000,Melbourne (CBD),Pad Thai,"Shop 38, 246 Bourke Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,62,144.965836537,-37.81296443,"-37.81296443, 144.965836537"
2018,56,101200,101200,222-244 Bourke Street MELBOURNE 3000,Melbourne (CBD),Gloria Jean's Coffees,"Shop 7, 236 Bourke Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,20,144.966295201,-37.81272047,"-37.81272047, 144.966295201"
2018,56,101200,101200,222-244 Bourke Street MELBOURNE 3000,Melbourne (CBD),Spicy Fish Restaurant,"Shop 23, 219 Bourke Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,80,144.966295201,-37.81272047,"-37.81272047, 144.966295201"
2018,56,101204,101204,194-200 Bourke Street MELBOURNE 3000,Melbourne (CBD),Sichuan Dining Room,"Shop 3, 194 Bourke Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,72,144.967282824,-37.81244678,"-37.81244678, 144.967282824"
2018,56,101204,101204,194-200 Bourke Street MELBOURNE 3000,Melbourne (CBD),Nong Tang Noodle House,"Shop 16, 194-200 Bourke Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,46,144.967282824,-37.81244678,"-37.81244678, 144.967282824"
2018,56,101204,101204,194-200 Bourke Street MELBOURNE 3000,Melbourne (CBD),Kaneda Japanese Restaurant,"Shop 6, 194-200 Bourke Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,40,144.967282824,-37.81244678,"-37.81244678, 144.967282824"
2018,56,101204,101204,194-200 Bourke Street MELBOURNE 3000,Melbourne (CBD),Yokocho,"Shop 101, 194-200 Bourke Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,80,144.967282824,-37.81244678,"-37.81244678, 144.967282824"
2018,56,108538,108538,163-169 Russell Street MELBOURNE 3000,Melbourne (CBD),Shanghai Dragon Dumpling House,163 Russell Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,28,144.967647913,-37.81246709,"-37.81246709, 144.967647913"
2018,56,108542,108542,181-183 Russell Street MELBOURNE 3000,Melbourne (CBD),Musashi Ramen Restaurant,181-183 Russell Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,80,144.967512013,-37.81222179,"-37.81222179, 144.967512013"
2018,56,108545,108545,191-193 Russell Street MELBOURNE 3000,Melbourne (CBD),Jinzhou Royal Barbecue,191-193 Russell Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,48,144.967439427,-37.81207071,"-37.81207071, 144.967439427"
2018,56,529297,529297,175 Russell Street MELBOURNE 3000,Melbourne (CBD),YGF Metalang,175 Russell Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,24,144.967567785,-37.8123356,"-37.8123356, 144.967567785"
2018,57,101209,101209,168-174 Bourke Street MELBOURNE 3000,Melbourne (CBD),Mappen Ramen Bar,"Part Ground , 174 Bourke Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,44,144.968247959,-37.81251216,"-37.81251216, 144.968247959"
2018,57,101219,101219,100-116 Bourke Street MELBOURNE 3000,Melbourne (CBD),Killiney Kopitiam Bourke Street,"Shop 11, UprGround , 100 Bourke Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,80,144.96977778,-37.81170307,"-37.81170307, 144.96977778"
2018,57,101219,101219,100-116 Bourke Street MELBOURNE 3000,Melbourne (CBD),Chine On Paramount / Chine Express,"Shop 9, LwrGround , 100-116 Bourke Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,100,144.96977778,-37.81170307,"-37.81170307, 144.96977778"
2018,57,103601,103601,189-195 Exhibition Street MELBOURNE 3000,Melbourne (CBD),369 Chinese Restaurant,"Shop 1, 189-195 Exhibition Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,50,144.96991231,-37.81128986,"-37.81128986, 144.96991231"
2018,57,103601,103601,189-195 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Golden Delicious,"Shop 6, 83-89 Exhibition Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,130,144.96991231,-37.81128986,"-37.81128986, 144.96991231"
2018,57,106431,106431,23-27 Market Lane MELBOURNE 3000,Melbourne (CBD),Shoya Melbourne,23-27 Market Lane MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,120,144.969114767,-37.81173945,"-37.81173945, 144.969114767"
2018,57,106434,106434,14-16 Market Lane MELBOURNE 3000,Melbourne (CBD),HuTong Dumpling Bar,14-16 Market Lane MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,110,144.969457847,-37.81187264,"-37.81187264, 144.969457847"
2018,57,520416,520416,119-127 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),City Orchids Garden,119-121 Little Bourke Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,105,144.968888407,-37.81158263,"-37.81158263, 144.968888407"
2018,58,101224,101224,78-84 Bourke Street MELBOURNE 3000,Melbourne (CBD),Grossi Florentino,78-84 Bourke Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,210,144.970847262,-37.81172969,"-37.81172969, 144.970847262"
2018,58,101226,101226,72-74 Bourke Street MELBOURNE 3000,Melbourne (CBD),Bottega Restaurant,72-74 Bourke Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Outdoor,22,144.971007444,-37.81168307,"-37.81168307, 144.971007444"
2018,58,101227,101227,70 Bourke Street MELBOURNE 3000,Melbourne (CBD),Self Preservation,70 Bourke Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,46,144.971075486,-37.81166963,"-37.81166963, 144.971075486"
2018,58,101231,101231,40-50 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafe On Bourke,"Shop 1, 40-50 Bourke Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,100,144.971689011,-37.81137728,"-37.81137728, 144.971689011"
2018,58,102268,102268,11-25 Crossley Street MELBOURNE 3000,Melbourne (CBD),Becco,"Ground , 11-25 Crossley Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,100,144.971014152,-37.81143018,"-37.81143018, 144.971014152"
2018,58,102269,102269,27-29 Crossley Street MELBOURNE 3000,Melbourne (CBD),Gingerboy,27-29 Crossley Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,100,144.970931358,-37.81125144,"-37.81125144, 144.970931358"
2018,58,103621,103621,174-192 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Locanda Italian Steakhouse,"Part Ground , 174-192 Exhibition Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,34,144.970645367,-37.81121462,"-37.81121462, 144.970645367"
2018,58,105659,105659,16-22 Liverpool Street MELBOURNE 3000,Melbourne (CBD),Ruyi,"Shop 1, Ground , 16 Liverpool Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,45,144.971551373,-37.81106615,"-37.81106615, 144.971551373"
2018,58,105827,105827,27-35 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Mezzo,"Ground , 35 Little Bourke Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,90,144.97183004,-37.8109435,"-37.8109435, 144.97183004"
2018,58,105830,105830,43 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),SPQR Pizzeria,"Unit 7, 43 Little Bourke Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,40,144.971363021,-37.81092017,"-37.81092017, 144.971363021"
2018,58,105831,105831,47-55 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Bamboo House,"Shop 1, 47-55 Little Bourke Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,120,144.971109237,-37.81101377,"-37.81101377, 144.971109237"
2018,58,108986,108986,161 Spring Street MELBOURNE 3000,Melbourne (CBD),The Melbourne Supper Club,"Level 1, 161 Spring Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,90,144.972429051,-37.8109513,"-37.8109513, 144.972429051"
2018,58,504544,504544,16 Bourke Street MELBOURNE 3000,Melbourne (CBD),Red Pepper Indian Restaurant,16 Bourke Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,66,144.972412957,-37.81127672,"-37.81127672, 144.972412957"
2018,61,105311,105311,217-219 King Street MELBOURNE 3000,Melbourne (CBD),Sud,219 King Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,45,144.954858358,-37.81514931,"-37.81514931, 144.954858358"
2018,61,105313,105313,225-237 King Street MELBOURNE 3000,Melbourne (CBD),Taketori Fusion Japanese,"Shop 1, 225 King Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,60,144.954741934,-37.81488684,"-37.81488684, 144.954741934"
2018,61,641556,105718,220 Spencer Street MELBOURNE 3000,Melbourne (CBD),Higher Ground,"Shop 101, LwrGround , 650 Spencer Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,25,144.953525599,-37.81537495,"-37.81537495, 144.953525599"
2018,61,641556,105718,220 Spencer Street MELBOURNE 3000,Melbourne (CBD),Pho 24,"Shop 102, LwrGround , 656 Spencer Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,30,144.953525599,-37.81537495,"-37.81537495, 144.953525599"
2018,62,105713,105713,541-557 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Bergerac,"Shop 1, Ground , 555 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,64,144.956213527,-37.81439358,"-37.81439358, 144.956213527"
2018,62,105860,105860,562-566 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Melbourne Hwaro Korean BBQ Restaurant,"Ground , 562 Little Bourke Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,72,144.955669415,-37.81501703,"-37.81501703, 144.955669415"
2018,62,105860,105860,562-566 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Melbourne Hwaro Korean BBQ Restaurant,"Ground , 562 Little Bourke Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,12,144.955669415,-37.81501703,"-37.81501703, 144.955669415"
2018,62,110099,110099,189-203 William Street MELBOURNE 3000,Melbourne (CBD),Little Billy,195 William Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,150,144.957040762,-37.8146364,"-37.8146364, 144.957040762"
2018,62,110099,110099,189-203 William Street MELBOURNE 3000,Melbourne (CBD),Schmucks Bagels,"Shop 5, LwrGround , 518 William Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,18,144.957040762,-37.8146364,"-37.8146364, 144.957040762"
2018,63,105867,105867,428-432 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),DANSK Restaurant,"Suite 301, Level 3, 428 Little Bourke Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,45,144.959722941,-37.81392392,"-37.81392392, 144.959722941"
2018,63,108076,108076,207-213 Queen Street MELBOURNE 3000,Melbourne (CBD),Sool Tong,207 Queen Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,20,144.959907296,-37.81386746,"-37.81386746, 144.959907296"
2018,63,108079,108079,221-231 Queen Street MELBOURNE 3000,Melbourne (CBD),French Fix,"Shop 3, Ground , 221 Queen Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,12,144.959754264,-37.81355361,"-37.81355361, 144.959754264"
2018,63,108079,108079,221-231 Queen Street MELBOURNE 3000,Melbourne (CBD),Ho's Cafe,"Shop 1, Ground , 221 Queen Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,30,144.959754264,-37.81355361,"-37.81355361, 144.959754264"
2018,64,103187,103187,219-233 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Shanghai Street,342 Elizabeth Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Outdoor,8,144.962283057,-37.81321386,"-37.81321386, 144.962283057"
2018,64,104659,104659,67-73 Hardware Lane MELBOURNE 3000,Melbourne (CBD),The Mill,"Ground , 67 Hardware Lane MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,60,144.960907988,-37.81323451,"-37.81323451, 144.960907988"
2018,64,104659,104659,67-73 Hardware Lane MELBOURNE 3000,Melbourne (CBD),The Mill,"Ground , 67 Hardware Lane MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,44,144.960907988,-37.81323451,"-37.81323451, 144.960907988"
2018,64,104668,104668,60 Hardware Lane MELBOURNE 3000,Melbourne (CBD),Il Nostro Posto,"Gnd & Bmt , 60 Hardware Lane MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,64,144.961214978,-37.81328955,"-37.81328955, 144.961214978"
2018,64,105706,105706,389-395 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Top Tongue,"Shop , 389 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,25,144.961012112,-37.81288006,"-37.81288006, 144.961012112"
2018,64,105706,105706,389-395 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Tsuta,"Part Ground , 389 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,12,144.961012112,-37.81288006,"-37.81288006, 144.961012112"
2018,64,105707,105707,399-413 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Brooklyn Depot Melbourne,"Tenancy 4, 399 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,150,144.960680905,-37.81303978,"-37.81303978, 144.960680905"
2018,64,105707,105707,399-413 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),A25 Pizzeria,"Tenancy 3, 91 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,26,144.960680905,-37.81303978,"-37.81303978, 144.960680905"
2018,64,105707,105707,399-413 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Hawker Boys,"Tenancy 2, 85 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,14,144.960680905,-37.81303978,"-37.81303978, 144.960680905"
2018,64,105870,105870,380-384 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Blok M Express,380 Little Bourke Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,50,144.961328272,-37.81354346,"-37.81354346, 144.961328272"
2018,64,105870,105870,380-384 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Kirk's Wine Bar,"Ground , 384 Little Bourke Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,28,144.961328272,-37.81354346,"-37.81354346, 144.961328272"
2018,64,105873,105873,362-364 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),+39 Pizzeria & Antipasteria,"Ground , 362 Little Bourke Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,66,144.961749555,-37.81327298,"-37.81327298, 144.961749555"
2018,65,105698,105698,269-321 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),1000 Wat,287 Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,59,144.96383862,-37.812452,"-37.812452, 144.96383862"
2018,65,105698,105698,269-321 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Nabe One,"Shop 242, 287 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,10,144.96383862,-37.812452,"-37.812452, 144.96383862"
2018,65,105698,105698,269-321 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Pho Nom,287 Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,38,144.96383862,-37.812452,"-37.812452, 144.96383862"
2018,65,105698,105698,269-321 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Tetsujin,287 Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,100,144.96383862,-37.812452,"-37.812452, 144.96383862"
2018,65,105698,105698,269-321 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Toyko Pop,287 Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,60,144.96383862,-37.812452,"-37.812452, 144.96383862"
2018,65,109290,109290,237 Swanston Street MELBOURNE 3000,Melbourne (CBD),Tina's Noodle Kitchen,237 Swanston Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,80,144.964804327,-37.81244693,"-37.81244693, 144.964804327"
2018,65,109292,109292,243-249 Swanston Street MELBOURNE 3000,Melbourne (CBD),Rice Paper Vietnamese Restaurant,"Ground , 245 Swanston Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,24,144.964736482,-37.81230108,"-37.81230108, 144.964736482"
2018,65,109294,109294,255 Swanston Street MELBOURNE 3000,Melbourne (CBD),YourThai Rice & Noodle Bar,"Gnd & Bmt , 255 Swanston Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,90,144.964672749,-37.81216387,"-37.81216387, 144.964672749"
2018,65,109296,109296,261-263 Swanston Street MELBOURNE 3000,Melbourne (CBD),Chop Shop Korean BBQ,261-263 Swanston Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,100,144.964625414,-37.81206229,"-37.81206229, 144.964625414"
2018,65,109298,109298,269 Swanston Street MELBOURNE 3000,Melbourne (CBD),Dumplings Plus,269 Swanston Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,115,144.964574683,-37.8119541,"-37.8119541, 144.964574683"
2018,65,109300,109300,273 Swanston Street MELBOURNE 3000,Melbourne (CBD),Taiwan Cafe,273 Swanston Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,56,144.964531668,-37.81185964,"-37.81185964, 144.964531668"
2018,65,109301,109301,275-279 Swanston Street MELBOURNE 3000,Melbourne (CBD),McDonalds,275-279 Swanston Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,94,144.96450707,-37.81180752,"-37.81180752, 144.96450707"
2018,66,101785,101785,16 Celestial Avenue MELBOURNE 3000,Melbourne (CBD),Heyday Hong Kong Cafe,16 Celestial Avenue MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,16,144.966372602,-37.81181046,"-37.81181046, 144.966372602"
2018,66,105684,105684,185-187 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),International Diethnes Cakes,"Ground , 185 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,73,144.966848615,-37.81118709,"-37.81118709, 144.966848615"
2018,66,105684,105684,185-187 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),International Diethnes Cakes,"Ground , 185 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,20,144.966848615,-37.81118709,"-37.81118709, 144.966848615"
2018,66,105687,105687,195 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),@T Ease,195 Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,60,144.966630508,-37.8112684,"-37.8112684, 144.966630508"
2018,66,105687,105687,195 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),@T Ease,195 Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Outdoor,10,144.966630508,-37.8112684,"-37.8112684, 144.966630508"
2018,66,105688,105688,197 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Tsindos Greek Restaurant,"Gnd & Flr1 , 197 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,16,144.966576514,-37.81128456,"-37.81128456, 144.966576514"
2018,66,105690,105690,203-207 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Carribbean Grilled Fish by China Chilli,"Ground , 205-207 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,16,144.966353363,-37.81133175,"-37.81133175, 144.966353363"
2018,66,105692,105692,213-215 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Pacific BBQ Cafe,"Ground , 213-215 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,100,144.966142746,-37.81144245,"-37.81144245, 144.966142746"
2018,66,105882,105882,212 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),The Crane,212 Little Bourke Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,80,144.966279155,-37.81203585,"-37.81203585, 144.966279155"
2018,66,108548,108548,205-207 Russell Street MELBOURNE 3000,Melbourne (CBD),Aunty Frankles,"Gnd & Flr1 , 207 Russell Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,60,144.967298431,-37.81169848,"-37.81169848, 144.967298431"
2018,66,108549,108549,209-211 Russell Street MELBOURNE 3000,Melbourne (CBD),Minh Xuong Seafood & BBQ Restaurant,209-211 Russell Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,52,144.967273374,-37.81164459,"-37.81164459, 144.967273374"
2018,66,108550,108550,213-217 Russell Street MELBOURNE 3000,Melbourne (CBD),Dragon Hot Pot,"Ground , 213 Russell Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,35,144.967236477,-37.81156167,"-37.81156167, 144.967236477"
2018,66,108550,108550,213-217 Russell Street MELBOURNE 3000,Melbourne (CBD),He She Eat Canteen,"Level 1, 217 Russell Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,40,144.967236477,-37.81156167,"-37.81156167, 144.967236477"
2018,66,109952,109952,7-9 Waratah Place MELBOURNE 3000,Melbourne (CBD),New Kum Den Chinese Restaurant,"Ground , 7 Waratah Place MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,70,144.966991111,-37.81162502,"-37.81162502, 144.966991111"
2018,67,102198,102198,22-26 Corrs Lane MELBOURNE 3000,Melbourne (CBD),Sichuan House,"Ground , 22-26 Corrs Lane MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,76,144.968324928,-37.8109979,"-37.8109979, 144.968324928"
2018,67,103603,103603,221-227 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Yamato Japanese Restaurant,223 Exhibition Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,50,144.969584904,-37.81067091,"-37.81067091, 144.969584904"
2018,67,103604,103604,229 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Dumpling To Go,"Ground , 229 Exhibition Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,45,144.969540387,-37.81058325,"-37.81058325, 144.969540387"
2018,67,105678,105678,123-129 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Cafe Caledonia,"Part Ground , 123 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,6,144.968676942,-37.81072687,"-37.81072687, 144.968676942"
2018,67,105679,105679,131-137 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Footlights Restaurant,"Part Ground , 131 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,80,144.968530035,-37.81098009,"-37.81098009, 144.968530035"
2018,67,105679,105679,131-137 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),1st Choice Restaurant,"Shop 1, 128-130 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,60,144.968530035,-37.81098009,"-37.81098009, 144.968530035"
2018,67,105892,105892,124-126 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Golden Orchid Restaurant,"Part Gnd & Mezz , 126 Little Bourke Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,4,144.968760116,-37.81131219,"-37.81131219, 144.968760116"
2018,67,105895,105895,112-114 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Shanghai Village,112-114 Little Bourke Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,180,144.969075565,-37.81124441,"-37.81124441, 144.969075565"
2018,67,108581,108581,226-236 Russell Street MELBOURNE 3000,Melbourne (CBD),Pho Dung Tan Dinh City,234B Russell Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,80,144.967644371,-37.81098272,"-37.81098272, 144.967644371"
2018,67,108581,108581,226-236 Russell Street MELBOURNE 3000,Melbourne (CBD),Izakaya Chuji Japanese Restaurant,165 Russell Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Outdoor,12,144.967644371,-37.81098272,"-37.81098272, 144.967644371"
